doc_id;source;city;published_at;title;description;text;url;predicted_label;human_label;review_notes
d7fc7596ad0ed2b6;news;Paris;2026-04-05 07:07:16;Why Israeli travelers are choosing canal cities for European getaways;From Tel Aviv to Amsterdam: Why Israeli travelers are choosing canal cities for European getaways.;;https://www.israelnationalnews.com/news/425036;0;1;
d47f369678c88ed0;news;London;2026-03-24T16:42:53Z;Is Grok Down? Users Report Major Outage for Elon Musk's AI on X;Thousands of users worldwide are reporting disruptions to Grok, the artificial intelligence chatbot integrated into Elon Musk's social media platform, X.;"Is Grok Down? Users Report Major Outage for Elon Musk's AI on X. Thousands of users worldwide are reporting disruptions to Grok, the artificial intelligence chatbot integrated into Elon Musk's social media platform, X. Thousands of users worldwide are reporting disruptions to Grok, the artificial intelligence chatbot integrated into Elon Musk's social media platform, X.
Starting approximately at 1:00 AM AEDT on We… [+3347 chars]";https://www.ibtimes.com.au/grok-down-users-report-major-outage-elon-musks-ai-x-1864324;0;0;
58ba1df7153fa66c;news;London;2026-04-10T13:30:00Z;Friends of Anglotopia: Tasting History at London’s Oldest Restuarant;;"Friends of Anglotopia: Tasting History at London’s Oldest Restuarant. As a devoted lover of both history and fine cuisine, I’ve always been drawn to establishments that seamlessly blend the two. In my travels, I’ve sought out restaurants that not only serve exquisite food but also offer a glimpse into the past. None, however, have captured my imagination quite like Rules, who claim to be the oldest restaurant in London (several make the claim; I’m not going to litigate it here). Established in 1798 (one year younger than Hatchards), this venerable institution has been serving traditional British fare for over two centuries, and I knew that no visit to London would be complete without dining within its hallowed walls. They practically invented the idea of a fine dining restaurant (a bit weird to think that it was an idea that needed inventing at all!). It was on a crisp autumn evening, during the height of the grouse season, that I finally had the opportunity to experience Rules for myself. As I approached the restaurant’s facade on Maiden Lane in Covent Garden, I felt a sense of anticipation building. The exterior, with its deep red awnings and gold lettering, exuded an air of timeless elegance that immediately transported me to a bygone era. We arrived by black taxi, which is really the only proper way to arrive at Rules. Stepping through the door was like entering a living museum of British culinary history. The interior, adorned with rich wood paneling, plush red leather banquettes, and an eclectic array of artwork and memorabilia, spoke volumes about the restaurant’s storied past. Photographs, caricatures, and paintings of notable patrons from over two centuries lined the walls, creating an atmosphere that was both grand and intimately cozy. As we were led to our table, I couldn’t help but imagine the countless conversations, celebrations, and moments of quiet reflection that had taken place within these walls. I thought of the actors, writers, and politicians who had dined here over the years – figures like Charles Dickens, William Makepeace Thackeray, and even Edward VII when he was Prince of Wales. It was humbling to think that I was now part of this long and illustrious lineage of diners. And all I had to do was call in advance to make a reservation. The menu at Rules is a testament to the restaurant’s commitment to traditional British cuisine, with a particular emphasis on game. The waiter, noticing my interest in the grouse, proudly informed me that much of the game served at Rules comes from the Lartington Estate in County Durham, owned by the Mayhew family, who currently run the restaurant. As I perused the menu, I was struck by how it managed to be both familiar and exciting. Classic dishes like steak and kidney pie sat alongside more adventurous offerings, all showcasing the best of British produce. The seasonal nature of the menu was evident, reflecting the restaurant’s dedication to using the freshest ingredients available. I’m not the most adventurous eater, and since I’d never had grouse before (and was put off by the warning on the menu that there could be lead shot in the meat!), I decided on a safe steak and chips while my wife had fish caught fresh off the coast of Britain the day before. As I savored each bite, I found myself reflecting on the role that Rules has played in London’s culinary and cultural landscape. For over 200 years, this restaurant has been a constant in a city that has seen immense change. It has weathered wars, economic upheavals, and changing tastes, all while maintaining its commitment to quality and tradition. What struck me most about Rules was how it managed to feel both timeless and relevant. While the decor and many of the dishes harken back to an earlier era, there’s nothing stuffy or outdated about the experience. The service was impeccable – attentive without being overbearing, knowledgeable without being pretentious. It was clear that everyone who worked there took great pride in being part of such a historic institution. Since the place practically invented table service, it was something to see it work like a finely oiled machine. Our meal was delicious. As I prepared to depart, I took one last look around the dining room. I noticed details I had missed earlier – the intricate moldings on the ceiling, the soft glow of the wall sconces, the gentle ticking of an antique clock. It struck me then that Rules is more than just a restaurant; it’s a living, breathing piece of London’s history. Even the bathroom was more stately than it deserved to be. In the years following my visit, I found myself frequently recounting my experience at Rules to friends and family. I urged them, as I urge anyone visiting London, to make time for a meal at this iconic establishment. There’s something truly special about dining in a place that has served generations of Londoners and visitors alike, a place that has been a constant while the world around it has changed dramatically. Rules is a testament to the enduring appeal of tradition and quality. In an age where restaurants come and go with alarming frequency, where food trends change as quickly as the seasons, Rules stands as a beacon of consistency and excellence. It reminds us of the value of preserving our culinary heritage, of the importance of craftsmanship and attention to detail in cooking. But more than that, Rules offers its patrons a chance to step back in time and experience a slice of London’s rich history in a tangible, delicious way. Whether you’re a food enthusiast, a history buff, or simply someone who appreciates a well-prepared meal in beautiful surroundings, Rules has something to offer. I look forward to my next visit to Rules, perhaps during another grouse season or maybe to try their renowned Christmas offerings. Whatever the occasion, I know that stepping through those doors will once again transport me to a world where tradition reigns supreme, where the hustle and bustle of modern London fades away, and where the pleasure of a perfectly prepared meal in historic surroundings takes center stage. To anyone planning a trip to London, I cannot recommend Rules strongly enough. It’s more than just a meal; it’s an experience, a journey through time, and a celebration of British culinary tradition at its finest. Make a reservation, dress up a bit (they have a dress code; check their website), and prepare yourself for an evening that you’ll remember long after you’ve returned home. Rules is not just the oldest restaurant in London; it’s a national treasure, a living museum of gastronomy, and a dining experience unlike any other. A Little Bit of Britain In Your Inbox Weekly. Sign-up for our free weekly British newsletter. Sent every Wednesday with the latest news from Britain! D Did you know rules has got a Graham Greene room? regards Mikkel Lund Support great long-form writing about British culture, history, and travel by joining the Friends of Anglotopia Club! Anglotopia was founded by Jonathan and Jackie Thomas in 2007 in a closet in Chicago. Anglotopia is for people who love Britain - whether it's British TV, Culture, History or Travel - we cover it all. Join us as we explore Britain and everything it has to offer! Download the Anglotopia Media Kit Here CONTACT US! Interested in advertising on the world's largest website dedicated to all things Britain? Or maybe you have a story for us or would like to work together. We want to hear from you! Reach Us At: [email protected] © Anglotopia LLC. Owned and Operated by Anglotopia LLC - All Rights Reserved. Website Developed by Great Lakes Ecommerce A Little Bit of Britain In Your Inbox Weekly. Sign-up for our free weekly British newsletter. Sent every Wednesday with the latest news from Britain! No thanks, I’m not interested!";https://anglotopia.net/friends-of-anglotopia-club/sunday-post-tasting-history-at-londons-oldest-restuarant/;1;1;
5480eb8ea9cc4061;news;Lisbon;2026-03-29T18:03:41Z;Lisbon/Algarve vs French Riviera vs Albania? #travel;Choosing between Portugal’s coast, the French Riviera, and Albania A trip planning post asked how to choose among three very different “euro trip” destinations: Lisbon/Algarve, the French Riviera, or Albania. The three options trade off crowd levels, costs, a…;Lisbon/Algarve vs French Riviera vs Albania? #travel. A trip-planning post asked how to choose among three very different “euro-trip” destinations: Lisbon/Algarve, the French Riviera, or Albania. The three options trade off crowd levels, costs, and travel logistics. Consider these practical filters: The right answer depends less on which is “best” and more on the kind of pace and atmosphere you want for your euro-trip.;https://alltoc.com/travel/lisbon-algarve-vs-french-riviera-vs-albania;1;1;
8994cc2f7ceb1652;news;Paris;2026-04-09T18:12:40Z;A Piece of the Eiffel Tower Is Heading to Auction;;"A Piece of the Eiffel Tower Is Heading to Auction. Aspiring bidders will need more than just deep pockets, the estimate is set at $140,000 to $175,000, they’ll also need deep real estate: the piece stands nearly nine feet tall and spans more than five feet across. There was a time when monuments were meant to be visited; now, it seems, they can be owned—at least in parts.
A section of the original staircase from the Eiffel Tower will go up for auction in Pari… [+1891 chars]";https://www.artnews.com/art-news/news/eiffel-tower-staircase-auction-artcurial-paris-1234780764/;0;0;
dcddc80bcff14040;news;Barcelona;2026-04-06 09:16:53;'We Can't Accommodate Any More Tourists,' Spanish Leftist Lawmaker Calls for Limits on Tourism;"Spanish lawmaker Alberto Ibáñez called for the imposition of strict controls to the nation's tourism industry to force it to reduce in scope during a Sunday interview with the Madrid-based Europapress.
The post ‘We Can’t Accommodate Any More Tourists,’ Spanis…";"'We Can't Accommodate Any More Tourists,' Spanish Leftist Lawmaker Calls for Limits on Tourism. Spanish lawmaker Alberto Ibáñez called for the imposition of strict controls on the nation’s inbound tourism industry to force it to reduce in scope during a Sunday interview with the Madrid-based Europapress. Ibáñez is a member of Compromís, a leftist Valencian regionalism coalition. The lawmaker stressed to Europapress that limiting Spain’s tourism industry is necessary, as he believes it has already made it “impossible to live” in cities like Alicante or Valencia. Europapress reports that Ibáñez recently submitted a request to the Spanish Congress to establish a parliamentary subcommittee to analyze the impact of tourism on people’s quality of life. The lawmaker told the outlet that the proposed subcommittee’s goal is to capture the “frustration” felt by the country’s tourist cities, and stressed that in many coastal cities, “residents are being pushed out so that neighborhoods can become tourist attractions.” He further told the outlet that more cruise ships and passengers arrive in Valencia than the city has residents, which is why he believes this activity must be limited, since, in his view, it greatly affects the city’s quality of life and “does not contribute” economically. “You close a bakery to open a locker rental or bike rental shop, with all the harm this causes the city,” Ibáñez said, and emphasized his support for “tourism degrowth” given this situation. “We say this without any hesitation,” he added. Ibáñez said that his leftist coalition presented the subcommittee proposal after the socialist government’s Secretary of State for Tourism appeared before Congress and “deeply disappointed us.” According to the lawmaker, her remarks failed to acknowledge the distress facing tourist cities in our country. “In the Valencian region, not only in coastal towns and cities, but particularly in cities like Valencia or Alicante, it is impossible to live. Residents are being pushed out so that the neighborhoods can become sets for tourists,” he said. “Therefore, it’s not just that we shouldn’t expand ports like Valencia’s, we need to limit the arrival of massive cruise ships,” he continued. “They pollute heavily and don’t contribute to the city’s economy.” “These are people who come down here and don’t know if they’re in Valencia, Seville, or Barcelona; they buy the same souvenir pin no matter where they are, and they spend no more than five euros on a beer,” he asserted. The lawmaker pointed out to the city of Benidorm as an example for his proposal. “It blows my mind. We don’t need more tourists; we can’t accommodate any more tourists. And we can keep denying this until the day comes when we walk through a neighborhood where there aren’t any residents left,” he said. Inquired by the outlet on what concerns his message advocating for a reduction in tourism might generate in cities where tourism plays a significant weight, Ibáñez argued that cities like Valencia “no longer live off tourism,” but rather “tourism lives off the city and is devouring it.” Ibáñez clarified to Europapress that this commitment to tourism degrowth cannot be achieved without “implementing an industrial restructuring plan that generates jobs and economic activity in the cities.” Please let us know if you're having issues with commenting. Copyright © 2026 Breitbart";https://www.breitbart.com/europe/2026/04/06/we-cant-accommodate-any-more-tourists-spanish-leftist-lawmaker-calls-for-limits-on-tourism/;1;1;
bec74e83aa5b214d;news;Amsterdam;2026-04-06T00:00:00Z;The best time to visit Amsterdam is now. Here's a weather-proof guide to the city;This charismatic canal city is a feast for lovers of the outdoors, but its cosy pubs and secret museums are just as nourishing.;The best time to visit Amsterdam is now. Here's a weather-proof guide to the city. This charismatic canal city is a feast for lovers of the outdoors, but its cosy pubs and secret museums are just as nourishing. Spend any amount of time in Amsterdam and you’ll quickly become acquainted with the Dutch love of the outdoors. On the finest days, the entire city seems to be made up of cyclists streaming past gingerbread-worthy townhouses. Theatre performances, markets and music festivals fill the city’s parks — which are regarded as outdoor living rooms by many locals — while waterfront terraces swell with punters sipping cool beers, the surrounding houses garlanded in blooming hollyhocks. Head inside, however, and an entirely different, far cosier city reveals itself. This is the clandestine Amsterdam, where locals find refuge in low-lit bruin cafes (brown cafes), historic churches harbour unlikely music venues and grand 17th-century homes conceal the secrets of generations past. Cycling is a great way to see the city. Hire some wheels from Yellow Bike and download its self-guided Amsterdam Noord tour, taking in NDSM Wharf: an old shipyard on the banks of the IJ that’s been turned into a cultural hub. When the shipyard first closed, it was occupied by artists, and it’s still a great place to see street art. Pause for a drink at Pllek, a cafe, bar and restaurant whose huge glitter ball looks out onto a sandy beach. Marineterrein was also originally a shipyard, built in the 17th century and used by the Dutch East India Company. Today, it’s home to a long floating boardwalk that allows access to peaceful, tree-framed waters where you can swim and take in views of the National Maritime Museum. The water quality is regularly tested, though there’s standup paddleboard rental if you don’t fancy a plunge. Holland’s tulip fields, striped in paintbox colours, bloom from late March to May. The Keukenhof gardens are a popular spot, but for something more intimate head to De Tulperij farm, around 20 miles south west of Amsterdam and run by the Jansze family for generations. Walk among the fields, pick your own tulips or join a tour with one of the Jansze clan to learn more about the history of tulip cultivation in the Netherlands. Among Amsterdam’s many pleasure boat operators, Rederij Lampedusa is unique. With roots in Syria, Somalia, Eritrea, Egypt and the Netherlands, its crew lead canal tours aboard former migrant vessels. Brightly painted and once abandoned by people smugglers, the boats now host journeys during which storytellers illuminate how centuries of migration have shaped Amsterdam. Few of Amsterdam’s hidden spaces are more spectacular than the Our Lord in the Attic Museum. Stepping through the door of this 17th-century merchant’s house, you’ll wander narrow passageways connecting living quarters filled with period furniture. The real surprise is on the top floor, which conceals a secret church with space for 150 people. It dates to a time when Catholic worship was banned in public, forcing people to come up with ways of conducting Mass in private. One of Amsterdam’s most gezellig (heartwarming) experiences is hobnobbing with locals at one of the city’s traditional bruin cafes (brown cafes), so-named because of their dark, wood-panelled interiors stained by centuries of tobacco smoke. Café Chris is said to be the oldest, opening in 1624 on Bloemstraat in the Jordaan district. It’s the kind of place you can imagine Rembrandt going to for an ale. Originally an oil rig, REM Eiland became the home of pirate radio station Radio Noordzee in 1964. After the metal island was seized and dismantled, it was rebuilt in Amsterdam’s Houthaven port area. Today, the space-age structure plays host to a restaurant offering up creative seafood dishes like langoustine risotto and sea bass with matcha puree. There’s a cocktail bar on the floor above, along with a rooftop bar for raspberry-hued sunset views. Hippies first squatted in this disused 19th-century church in the late 1960s, and following several clashes with police, were given permission to turn it into a cultural centre. The 1,500-seater Cosmic Relaxation Center Paradiso (now known as Paradiso) opened in 1968 and has hosted the likes of Pink Floyd and Nirvana since. Acts set to perform below its stained glass windows in 2026 include Belle and Sebastian. Copyright © 1996-2015 National Geographic SocietyCopyright © 2015-2026 National Geographic Partners, LLC. All rights reserved;https://www.nationalgeographic.com/travel/article/a-weather-proof-guide-to-the-best-things-to-do-in-amsterdam-in-spring;1;1;
2a7074cee992e425;news;London;2026-03-24 13:14:31;King Charles Opens World’s Longest Coastal Path—2,689 Miles Around the Entire English Coastline;For those of us who love walking in Britain, this is the news we’ve been waiting for. After 18 years in the making, spanning seven prime ministers and countless planning negotiations, the King Charles III England Coast Path has been officially opened—creating…;;https://anglotopia.net/british-travel/king-charles-opens-worlds-longest-coastal-path-2689-miles-around-the-entire-english-coastline/;0;0;
f681165ead0a8b35;news;Prague;2026-03-17T19:03:33Z;What Happened to Blade II: The Darker, Weirder Sequel That Worked;"A deep dive into Blade II, its development, Guillermo del Toro’s direction, and why it became the franchise’s standout sequel
The post What Happened to Blade II: The Darker, Weirder Sequel That Worked appeared first on JoBlo.";"What Happened to Blade II: The Darker, Weirder Sequel That Worked. A deep dive into Blade II, its development, Guillermo del Toro’s direction, and why it became the franchise’s standout sequel
The post What Happened to Blade II: The Darker, Weirder Sequel That Worked appeared first on JoBlo. What do you do when you’ve had huge success with a movie about a Marvel Comics vampire hunter? For the makers of Blade, the answer was obvious: get Guillermo del Toro to direct a sequel thats darker,… [+11548 chars]";https://www.joblo.com/blade-2-what-happened/;0;0;
a2c7e0c16b418764;news;Barcelona;2026-03-14T08:30:00Z;Biomea Fusion Presents Phase II COVALENT-111 Data in Type 2 Diabetes at the 19th International Conference on Advanced Technologies & Treatments for Diabetes 2026;SAN CARLOS, Calif., March 14, 2026 (GLOBE NEWSWIRE) -- Biomea Fusion, Inc. (“Biomea,” “Biomea Fusion,” or the “Company”) (Nasdaq: BMEA), a clinical-stage diabetes and obesity company, today announced that Juan Pablo Frías, MD, delivered an oral presentation a…;Biomea Fusion Presents Phase II COVALENT-111 Data in Type 2 Diabetes at the 19th International Conference on Advanced Technologies & Treatments for Diabetes 2026. SAN CARLOS, Calif., March 14, 2026 (GLOBE NEWSWIRE) -- Biomea Fusion, Inc. (“Biomea,” “Biomea Fusion,” or the “Company”) (Nasdaq: BMEA), a clinical-stage diabetes and obesity company, today announced that Juan Pablo Frías, MD, delivered an oral presentation a… SAN CARLOS, Calif., March 14, 2026 (GLOBE NEWSWIRE) -- Biomea Fusion, Inc. (Biomea, Biomea Fusion, or the Company) (Nasdaq: BMEA), a clinical-stage diabetes and obesity company, today announced that … [+12051 chars];https://www.globenewswire.com/news-release/2026/03/14/3255846/0/en/Biomea-Fusion-Presents-Phase-II-COVALENT-111-Data-in-Type-2-Diabetes-at-the-19th-International-Conference-on-Advanced-Technologies-Treatments-for-Diabetes-2026.html;0;0;
21e5810409c577d7;news;London;2026-04-05T09:31:45Z;Independent champion for Armed Forces appointed as new team stands up;The UK’s first ever Armed Forces Commissioner has been appointed by the Defence Secretary John Healey MP.;"Independent champion for Armed Forces appointed as new team stands up. The UK’s first ever Armed Forces Commissioner has been appointed by the Defence Secretary John Healey MP. The UKs first ever Armed Forces Commissioner - Former Air Commodore Polly Miller-Perkins CBE has been appointed by the Defence Secretary John Healey MP. 
The appointment delivers on the governments … [+4168 chars]";https://www.gov.uk/government/news/independent-champion-for-armed-forces-appointed-as-new-team-stands-up;0;0;
67505479d7799e7e;news;London;2026-03-12T22:58:22Z;The Princess in Separates for London Engagements;"The Princess of Wales was in separates for engagements in London today. 

The Prince and Princess started their day at Borough Market, a popular produce and street food market. 

More from this People story.  
The couple started their morning at Trethowa…";"The Princess in Separates for London Engagements. The Princess of Wales was in separates for engagements in London today. 

The Prince and Princess started their day at Borough Market, a popular produce and street food market. 

More from this People story.  
The couple started their morning at Trethowa… The Princess of Wales was in separates for engagements in London today. 
The Prince and Princess started their day at Borough Market, a popular produce and street food market. 
More from this Peopl… [+9616 chars]";http://whatkatewore.com/2026/03/12/the-princess-in-separates-for-london-engagements/;0;0;
36819b3dca61e8e9;news;London;2026-04-08T12:04:19Z;Last chance! Four excellent London exhibitions close this weekend;;Last chance! Four excellent London exhibitions close this weekend. 🙌Awesome, you're subscribed! Thanks for subscribing! Look out for your first newsletter in your inbox soon! The best of London straight to your inbox We help you navigate a myriad of possibilities. Sign up for our newsletter for the best of the city. By entering your email address you agree to our Terms of Use and Privacy Policy and consent to receive emails from Time Out about news, events, offers and partner promotions. Awesome, you're subscribed! Thanks for subscribing! Look out for your first newsletter in your inbox soon! The best of London for free. Sign up for our email to enjoy London without spending a thing (as well as some options when you’re feeling flush). Déjà vu! We already have this email. Try another? By entering your email address you agree to our Terms of Use and Privacy Policy and consent to receive emails from Time Out about news, events, offers and partner promotions. London Exhibitions of Picasso, Turner, Constable and the UK’s finest emerging artists all finish on April 12 The arrival of spring means that there are loads of fabulous new art exhibitions on the horizon in London, with major shows on the likes of Francisco de Zurbarán, Henry Moore and James McNeil Whistler joining excellent recent openings including Hurvin Anderson at Tate Britain, Michaelina Wautier at the Royal Academy and Schiaparelli: Fashion Becomes Art at the V&A. But before all the shiny new openings, we must wave goodbye to the old ones. Some excellent exhibitions are set to close this weekend, and there’s a good chance you’ve been too busy scoffing Easter eggs, frolicking among the spring flowers and generally making the most of the first rays of sunlight we’ve seen this year to spend your weekends gallivanting around the capital’s art galleries. But you’ve not got long left to see some of the winter season’s best openings. Here’s what to catch this weekend, just in the nick of time. RECOMMENDED: The top 10 exhibitions in London. The greatest of rivals – and two of Britain’s greatest painters – JMW Turner and John Constable are placed side by side in this starry exhibition. Although both had different paths to success, they each became recognised as stars of the art world and shared a connection to nature and recreating it in their landscape paintings. Explore the pair’s intertwined lives and legacies and get new insight into their creativity via sketchbooks, personal items and must-see artworks. Advance tickets for the weekend are currently sold out, but there are still several ways you can see it. Join the waiting list for returns, book a ticket for Friday’s Exhibition Talk, which includes access to the show, or invest in a Tate membership to visit any time. Tate Britain. Closes Sunday April 12. £24 or free for members (£39 for the Exhibition Talk on Friday 10 April). An annual showcase of the UK’s finest emerging artists, New Contemporaries is this year staged at the South London Gallery. It featuring 26 artists working in a multitude of different disciplines, with work tackling such varied themes as dystopian futures, the climate crisis, industrialisation, gentrification, displacement, critical approaches to systems of power, digital technologies, mourning, remembrance, and loss. What this exhibition (predictably) lacks in cohesion, it makes up for in the raw talent and ambition evident in each of these nascent artists’ work. The fact that it’s housed in what, despite its deep history, is one of London’s most underrated art spaces is a further incentive to pay it a visit. South London Gallery. Closes Sunday April 12. Free. Picasso exhibitions might be ten a penny in London these days, but this one really stands out. Celebrating the centenary of one of the Spanish artist’s most iconic artworks, The Three Dancers, this exhibition explores Picasso’s fascination with performers – including dancers, bullfighters, musicians, acrobats and other entertainers – via more than 45 works ranging from paintings and sculpture to textile and works on paper, some of which are being exhibited in the UK for the first time. Visitors hoping to delve a little deeper can book onto a last-chance Picasso and Dinner event, where they’ll get a chance to hear paper conservator Charity Fox discussing the artist’s papier collé techniques before ending the evening with a French bistro-style dinner at the gallery’s L6 Restaurant. Tate Modern. Closes Sunday April 12. £15 or free for members (£72.50 for Picasso and Dinner experience). Every year, Tate Modern teams up with car manufacturer Hyundai for the prestigious Hyundai Commission, allowing one leading international artist to create a brand new, large-scale work for exhibition in the gallery’s cavernous Turbine Hall. This time round, the commission has been awarded to Sámi-Norwegian artist Máret Ánne Sara, who honours the reciprocal relationship between the indigenous Nordic people and the land and reindeer that they farm with Goavve-Geabbil, a maze-like piece of land art incorporating reindeer hides and skulls, electrical elements, LED lights and wooden fences. Pay a visit to the gallery any time until the weekend to check it out for yourself. Tate Modern. Closes Sunday April 12. Free. Also, Tate has announced its blockbuster 2027 London programme – with exhibitions on Monet, Hockney, Munch, Sonia Boyce, Thomas Gainsborough and more. First look: designs have been revealed for the National Gallery’s biggest ever revamp Get the latest and greatest from the Big Smoke – from news and reviews to events and trends. Just follow our Time Out London WhatsApp channel. Stay in the loop: sign up for our free Time Out London newsletter for the best of the city, straight to your inbox. Been there, done that? Think again, my friend. By entering your email address you agree to our Terms of Use and Privacy Policy and consent to receive emails from Time Out about news, events, offers and partner promotions. 🙌Awesome, you're subscribed! Thanks for subscribing! Look out for your first newsletter in your inbox soon! Popular on Time Out Popular on Time Out Discover Time Out original video Get us in your inbox By entering your email address you agree to our Terms of Use and Privacy Policy and consent to receive emails from Time Out about news, events, offers and partner promotions. 🙌 Awesome, you're subscribed! Thanks for subscribing! Look out for your first newsletter in your inbox soon! About us Contact us Time Out products;https://www.timeout.com/london/news/last-chance-four-excellent-london-exhibitions-close-this-weekend-040826;1;1;
983f7b3f5fa6374c;news;Rome;2026-03-23T00:03:31Z;How much was the Rome luxury hotel? #travel;New luxury hotel opens in Rome’s historic center Corinthia Rome has just opened in the heart of Rome’s historic district. The property occupies a former bank building and includes 60 guest rooms and suites , plus two restaurants and a bar . What’s new, and wh…;How much was the Rome luxury hotel? #travel. Corinthia Rome has just opened in the heart of Rome’s historic district. The property occupies a former bank building and includes 60 guest rooms and suites, plus two restaurants and a bar. The big draw for visitors is the setting: it’s located in a central, walkable area tied to Rome’s older neighborhoods, which can reduce the time and cost of getting to major sights compared with hotels farther out. Dining is also a selling point. The hotel’s food program is overseen by Milanese chef Carlo Cracco, which may matter for travelers who want an all-in-one experience—on-site meals and drinks without having to plan separate dining reservations. If you’re choosing where to stay in Rome, this kind of launch is useful timing information: new openings can sometimes bring promotional rates and packages (though specifics weren’t provided in the available summary). As with any fresh property, it may also attract travelers searching for “new hotel” stays rather than established brands. A former bank turned into a modern luxury base in central Rome—complete with a chef-led dining lineup—has opened under the Corinthia brand. For travelers prioritizing location and in-hotel dining, it’s a new option worth checking.;https://alltoc.com/travel/how-much-was-the-rome-luxury-hotel;1;1;
63bc60509deaeec0;news;Barcelona;2026-04-06T09:16:53Z;'We Can't Accommodate Any More Tourists,' Spanish Leftist Lawmaker Calls for Limits on Tourism;"Spanish lawmaker Alberto Ibáñez called for the imposition of strict controls to the nation's tourism industry to force it to reduce in scope during a Sunday interview with the Madrid-based Europapress.
The post ‘We Can’t Accommodate Any More Tourists,’ Spanis…";"'We Can't Accommodate Any More Tourists,' Spanish Leftist Lawmaker Calls for Limits on Tourism. Spanish lawmaker Alberto Ibáñez called for the imposition of strict controls on the nation’s inbound tourism industry to force it to reduce in scope during a Sunday interview with the Madrid-based Europapress. Ibáñez is a member of Compromís, a leftist Valencian regionalism coalition. The lawmaker stressed to Europapress that limiting Spain’s tourism industry is necessary, as he believes it has already made it “impossible to live” in cities like Alicante or Valencia. Europapress reports that Ibáñez recently submitted a request to the Spanish Congress to establish a parliamentary subcommittee to analyze the impact of tourism on people’s quality of life. The lawmaker told the outlet that the proposed subcommittee’s goal is to capture the “frustration” felt by the country’s tourist cities, and stressed that in many coastal cities, “residents are being pushed out so that neighborhoods can become tourist attractions.” He further told the outlet that more cruise ships and passengers arrive in Valencia than the city has residents, which is why he believes this activity must be limited, since, in his view, it greatly affects the city’s quality of life and “does not contribute” economically. “You close a bakery to open a locker rental or bike rental shop, with all the harm this causes the city,” Ibáñez said, and emphasized his support for “tourism degrowth” given this situation. “We say this without any hesitation,” he added. Ibáñez said that his leftist coalition presented the subcommittee proposal after the socialist government’s Secretary of State for Tourism appeared before Congress and “deeply disappointed us.” According to the lawmaker, her remarks failed to acknowledge the distress facing tourist cities in our country. “In the Valencian region, not only in coastal towns and cities, but particularly in cities like Valencia or Alicante, it is impossible to live. Residents are being pushed out so that the neighborhoods can become sets for tourists,” he said. “Therefore, it’s not just that we shouldn’t expand ports like Valencia’s, we need to limit the arrival of massive cruise ships,” he continued. “They pollute heavily and don’t contribute to the city’s economy.” “These are people who come down here and don’t know if they’re in Valencia, Seville, or Barcelona; they buy the same souvenir pin no matter where they are, and they spend no more than five euros on a beer,” he asserted. The lawmaker pointed out to the city of Benidorm as an example for his proposal. “It blows my mind. We don’t need more tourists; we can’t accommodate any more tourists. And we can keep denying this until the day comes when we walk through a neighborhood where there aren’t any residents left,” he said. Inquired by the outlet on what concerns his message advocating for a reduction in tourism might generate in cities where tourism plays a significant weight, Ibáñez argued that cities like Valencia “no longer live off tourism,” but rather “tourism lives off the city and is devouring it.” Ibáñez clarified to Europapress that this commitment to tourism degrowth cannot be achieved without “implementing an industrial restructuring plan that generates jobs and economic activity in the cities.” Please let us know if you're having issues with commenting. Copyright © 2026 Breitbart";https://www.breitbart.com/europe/2026/04/06/we-cant-accommodate-any-more-tourists-spanish-leftist-lawmaker-calls-for-limits-on-tourism/;1;1;
96fed954bd702909;news;Lisbon;2026-04-07T08:00:00Z;Preview: Sporting CP v Arsenal;Get team news, stats, TV coverage, a guide to our opponents and more before our Champions League quarter-final;"Preview: Sporting CP v Arsenal. Get team news, stats, TV coverage, a guide to our opponents and more before our Champions League quarter-final We begin our quest to reach successive Champions League semi-finals for the first time ever when we head to Portugal to face Sporting CP on Tuesday night (8pm UK).
While we head to the continent unb… [+8610 chars]";http://www.arsenal.com/news/preview-sporting-cp-v-arsenal-1;0;0;
